Aria | Composer | Opera | PDF URL
Oh caro mio tesor, deh! presto torna a me | Handel, George Frideric                  | Amadigi di Gaula     | http://theoperadatabase.com/PDFs/Handel/Soprano/Oh%20caro%20mio%20tesor,%20deh%20presto%20torna%20a%20me.pdf
S'estinto, è l'idol mio, morire io voglio ancor | Handel, George Frideric                  | Amadigi di Gaula     | http://theoperadatabase.com/PDFs/Handel/Soprano/S%20estinto,%20e%20l%20idol%20mio,%20morire%20io%20voglio%20ancor.pdf
Ti pentirai, crudel! d'avermi offesa un di | Handel, George Frideric                  | Amadigi di Gaula     | http://theoperadatabase.com/PDFs/Handel/Soprano/Ti%20pentirai,%20crudel%20d%20avermi%20offesa%20un%20di.pdf
Then will I Jehovah's priase   | Handel, George Frideric                  | An Occasional Oratorio | http://theoperadatabase.com/PDFs/Handel/Tenor/Then%20will%20I%20Jehovahs%20priase.pdf
Se ti condanno, giusta vendetta | Handel, George Frideric                  | Arianna in Creta     | http://theoperadatabase.com/PDFs/Handel/Bass/Se%20ti%20condanno,%20giusta%20vendetta.pdf
Dille, che nel mio seno serbo quest' alma | Handel, George Frideric                  | Arianna in Creta     | http://theoperadatabase.com/PDFs/Handel/Mezzo/Dille,%20che%20nel%20mio%20seno%20serbo%20quest%20alma.pdf
Narrargli allor saprai         | Handel, George Frideric                  | Arianna in Creta     | http://theoperadatabase.com/PDFs/Handel/Mezzo/Narrargli%20allor%20saprai.pdf
Quel cor che adora vago sembiante | Handel, George Frideric                  | Arianna in Creta     | http://theoperadatabase.com/PDFs/Handel/Mezzo/Quel%20cor%20che%20adora%20vago%20sembiante.pdf
Un tenero pensiero mi parla al cor per te | Handel, George Frideric                  | Arianna in Creta     | http://theoperadatabase.com/PDFs/Handel/Mezzo/Un%20tenero%20pensiero%20mi%20parla%20al%20cor%20per%20te.pdf
Al fine amore m'irriti un core | Handel, George Frideric                  | Arianna in Creta     | http://theoperadatabase.com/PDFs/Handel/Mezzo/Al%20fine%20amore%20m%20irriti%20un%20core.pdf
Bella sorge la speranza lusinghiera nel mio seno | Handel, George Frideric                  | Arianna in Creta     | http://theoperadatabase.com/PDFs/Handel/Mezzo/Bella%20sorge%20la%20speranza%20lusinghiera%20nel%20mio%20seno.pdf
Nel pugnar col mostro infido   | Handel, George Frideric                  | Arianna in Creta     | http://theoperadatabase.com/PDFs/Handel/Mezzo/Nel%20pugnar%20col%20mostro%20infido.pdf
Qui ti sfido, o mostro infame! Vieni pur | Handel, George Frideric                  | Arianna in Creta     | http://theoperadatabase.com/PDFs/Handel/Mezzo/Qui%20ti%20sfido,%20o%20mostro%20infame%20Vieni%20pur.pdf
Salda quercia in erta balza    | Handel, George Frideric                  | Arianna in Creta     | http://theoperadatabase.com/PDFs/Handel/Mezzo/Salda%20quercia%20in%20erta%20balza.pdf
Sdegnata sei con me, mi credi ingannator | Handel, George Frideric                  | Arianna in Creta     | http://theoperadatabase.com/PDFs/Handel/Mezzo/Sdegnata%20sei%20con%20me,%20mi%20credi%20ingannator.pdf
Sol ristoro di mortali         | Handel, George Frideric                  | Arianna in Creta     | http://theoperadatabase.com/PDFs/Handel/Mezzo/Sol%20ristoro%20di%20mortali.pdf
Non ha diffesa, non ha consiglio un core | Handel, George Frideric                  | Arianna in Creta     | http://theoperadatabase.com/PDFs/Handel/Soprano/Non%20ha%20diffesa,%20non%20ha%20consiglio%20un%20core.pdf
